96,36,184,36,184,64,96,64
582,36,1074,36,1074,66,582,66
80,61,552,61,552,87,80,87
580,60,908,60,908,84,580,84
916,60,1076,60,1076,84,916,84
58,84,220,84,220,110,58,110
222,82,546,82,546,108,222,108
583,87,665,87,665,105,583,105
661,81,1074,81,1074,109,661,109
60,104,550,104,550,132,60,132
580,103,1076,103,1076,132,580,132
58,126,206,126,206,150,58,150
211,131,291,131,291,149,211,149
306,126,444,126,444,152,306,152
449,131,495,131,495,149,449,149
580,126,668,126,668,150,580,150
674,126,1076,126,1076,150,674,150
58,146,552,146,552,176,58,176
580,146,1070,146,1070,176,580,176
58,172,272,172,272,198,58,198
280,170,546,170,546,196,280,196
579,168,908,168,908,196,579,196
80,191,550,191,550,218,80,218
581,199,972,199,972,227,581,227
989,201,1075,201,1075,221,989,221
58,214,406,214,406,242,58,242
413,217,551,217,551,237,413,237
583,223,763,223,763,243,583,243
763,220,832,220,832,248,763,248
897,225,927,225,927,243,897,243
961,223,1073,223,1073,243,961,243
60,237,364,237,364,262,60,262
580,242,1072,242,1072,269,580,269
136,270,248,270,248,296,136,296
268,270,466,270,466,296,268,296
523,273,551,273,551,293,523,293
582,265,1022,265,1022,294,582,294
1027,271,1073,271,1073,287,1027,287
580,286,1074,286,1074,314,580,314
79,300,538,300,538,333,79,333
580,310,1074,310,1074,337,580,337
192,338,412,338,412,364,192,364
581,333,705,333,705,353,581,353
712,330,1076,330,1076,358,712,358
583,359,625,359,625,375,583,375
630,354,734,354,734,378,630,378
739,357,1073,357,1073,377,739,377
81,373,145,373,145,393,81,393
168,372,436,372,436,398,168,398
441,375,551,375,551,393,441,393
582,374,1070,374,1070,400,582,400
57,392,176,392,176,420,57,420
179,397,257,397,257,415,179,415
282,394,342,394,342,420,282,420
370,394,550,394,550,420,370,420
602,398,1074,398,1074,425,602,425
59,423,113,423,113,437,59,437
112,416,386,416,386,445,112,445
390,418,552,418,552,442,390,442
582,420,1074,420,1074,444,582,444
59,441,93,441,93,459,59,459
95,437,182,437,182,465,95,465
186,438,428,438,428,464,186,464
432,438,552,438,552,464,432,464
583,443,799,443,799,463,583,463
825,443,855,443,855,463,825,463
863,443,893,443,893,463,863,463
901,443,931,443,931,463,901,463
939,443,1005,443,1005,463,939,463
1013,449,1073,449,1073,467,1013,467
57,459,552,459,552,487,57,487
579,463,636,463,636,489,579,489
644,464,884,464,884,491,644,491
891,465,917,465,917,485,891,485
923,471,961,471,961,485,923,485
981,465,1073,465,1073,485,981,485
58,482,340,482,340,508,58,508
336,475,465,475,465,511,336,511
489,489,551,489,551,505,489,505
583,487,1073,487,1073,507,583,507
61,509,155,509,155,525,61,525
155,504,370,504,370,531,155,531
390,504,462,504,462,528,390,528
467,507,551,507,551,525,467,525
582,508,1074,508,1074,534,582,534
61,530,245,530,245,551,61,551
285,527,323,527,323,547,285,547
330,526,390,526,390,552,330,552
399,529,419,529,419,551,399,551
426,528,550,528,550,552,426,552
580,530,1074,530,1074,556,580,556
60,552,334,552,334,579,60,579
397,553,551,553,551,573,397,573
578,549,651,549,651,578,578,578
655,557,685,557,685,573,655,573
691,555,755,555,755,573,691,573
755,550,870,550,870,578,755,578
872,552,1016,552,1016,576,872,576
1021,559,1075,559,1075,573,1021,573
58,574,550,574,550,600,58,600
582,572,1074,572,1074,600,582,600
60,597,206,597,206,622,60,622
209,597,379,597,379,617,209,617
378,593,463,593,463,624,378,624
474,596,534,596,534,622,474,622
580,592,1074,592,1074,620,580,620
59,619,233,619,233,639,59,639
239,623,283,623,283,639,239,639
335,619,369,619,369,639,335,639
422,618,552,618,552,644,422,644
579,614,852,614,852,644,579,644
113,641,147,641,147,661,113,661
165,641,299,641,299,661,165,661
356,640,398,640,398,664,356,664
405,647,431,647,431,661,405,661
432,642,476,642,476,666,432,666
481,647,551,647,551,665,481,665
602,639,970,639,970,664,602,664
977,643,1075,643,1075,661,977,661
58,660,152,660,152,684,58,684
178,662,486,662,486,689,178,689
503,663,551,663,551,683,503,683
578,658,984,658,984,689,578,689
996,662,1052,662,1052,686,996,686
58,683,466,683,466,710,58,710
582,682,668,682,668,706,582,706
678,682,1050,682,1050,708,678,708
1053,691,1075,691,1075,705,1053,705
582,706,1046,706,1046,730,582,730
94,728,316,728,316,756,94,756
581,735,969,735,969,755,581,755
985,735,1073,735,1073,755,985,755
58,760,552,760,552,784,58,784
581,757,679,757,679,777,581,777
689,761,787,761,787,777,689,777
787,753,1030,753,1030,782,787,782
1035,759,1075,759,1075,777,1035,777
59,782,244,782,244,807,59,807
249,787,311,787,311,803,249,803
308,778,552,778,552,807,308,807
583,779,887,779,887,799,583,799
885,776,1074,776,1074,805,885,805
830,224,897,218,898,243,831,249
930,225,960,229,958,245,928,242
251,530,282,535,279,554,248,549
337,554,378,548,381,570,340,577
373,619,410,623,407,644,370,639
