263,5,407,5,407,17,263,17
404,3,453,3,453,18,404,18
454,8,504,8,504,14,454,14
264,18,364,18,364,26,264,26
48,32,76,32,76,40,48,40
118,34,146,34,146,40,118,40
162,32,194,32,194,40,162,40
20,43,103,43,103,51,20,51
167,43,189,43,189,55,167,55
207,43,229,43,229,55,207,55
20,56,104,56,104,64,20,64
207,53,229,53,229,67,207,67
19,65,107,65,107,77,19,77
207,65,229,65,229,77,207,77
263,67,289,67,289,79,263,79
295,67,377,67,377,79,295,79
20,78,104,78,104,86,20,86
19,87,105,87,105,99,19,99
264,86,503,86,503,99,264,99
20,100,103,100,103,108,20,108
167,99,189,99,189,111,167,111
296,102,372,102,372,110,296,110
406,102,436,102,436,110,406,110
450,102,504,102,504,110,450,110
32,112,94,112,94,120,32,120
207,109,229,109,229,121,207,121
263,113,365,113,365,125,263,125
400,110,457,110,457,123,400,123
460,114,492,114,492,122,460,122
29,121,97,121,97,133,29,133
264,126,304,126,304,134,264,134
308,126,344,126,344,134,308,134
365,125,489,125,489,137,365,137
32,134,94,134,94,142,32,142
263,137,505,137,505,149,263,149
18,144,104,144,104,152,18,152
121,143,143,143,143,155,121,155
207,143,229,143,229,155,207,155
263,149,331,149,331,161,263,161
346,150,504,150,504,158,346,158
17,155,109,155,109,167,17,167
18,166,106,166,106,174,18,174
121,165,143,165,143,177,121,177
207,165,229,165,229,177,207,177
263,161,333,161,333,175,263,175
373,159,505,159,505,173,373,173
46,178,78,178,78,186,46,186
264,174,306,174,306,182,264,182
310,174,344,174,344,182,310,182
347,173,507,173,507,185,347,185
207,177,229,177,229,189,207,189
45,187,81,187,81,199,45,199
264,186,322,186,322,194,264,194
45,199,81,199,81,211,45,211
167,199,189,199,189,211,167,211
26,212,98,212,98,220,26,220
339,211,367,211,367,223,339,223
383,211,421,211,421,223,383,223
427,211,449,211,449,223,427,223
25,221,101,221,101,233,25,233
207,221,229,221,229,233,207,233
339,223,375,223,375,235,339,235
383,223,417,223,417,235,383,235
428,224,458,224,458,232,428,232
470,224,494,224,494,232,470,232
25,233,99,233,99,245,25,245
273,235,319,235,319,247,273,247
339,235,361,235,361,247,339,247
383,235,405,235,405,247,383,247
427,235,449,235,449,247,427,247
469,235,491,235,491,247,469,247
36,246,84,246,84,252,36,252
274,248,296,248,296,256,274,256
383,247,405,247,405,259,383,259
425,247,449,247,449,259,425,259
469,247,491,247,491,259,469,259
48,258,78,258,78,264,48,264
165,255,191,255,191,267,165,267
205,255,231,255,231,267,205,267
273,259,329,259,329,271,273,271
339,259,363,259,363,271,339,271
383,259,405,259,405,271,383,271
425,259,449,259,449,271,425,271
469,259,491,259,491,271,469,271
273,271,313,271,313,283,273,283
339,271,363,271,363,283,339,283
383,271,405,271,405,283,383,283
425,271,447,271,447,283,425,283
469,271,491,271,491,283,469,283
8,288,38,288,38,296,8,296
40,286,89,286,89,300,40,300
114,290,156,290,156,296,114,296
159,287,195,287,195,299,159,299
224,290,248,290,248,296,224,296
273,283,309,283,309,297,273,297
339,283,361,283,361,295,339,295
383,283,405,283,405,295,383,295
469,283,491,283,491,295,469,295
8,300,60,300,60,308,8,308
64,300,110,300,110,308,64,308
124,300,160,300,160,308,124,308
164,300,230,300,230,308,164,308
272,294,307,294,307,308,272,308
341,295,363,295,363,307,341,307
383,295,405,295,405,307,383,307
425,295,447,295,447,307,425,307
8,312,92,312,92,320,8,320
118,312,192,312,192,318,118,318
196,312,248,312,248,318,196,318
273,307,305,307,305,319,273,319
383,307,405,307,405,319,383,319
425,307,447,307,447,319,425,319
469,307,491,307,491,319,469,319
8,322,62,322,62,330,8,330
67,321,179,321,179,333,67,333
182,322,248,322,248,330,182,330
42,334,78,334,78,340,42,340
90,334,148,334,148,342,90,342
178,334,248,334,248,342,178,342
263,329,287,329,287,341,263,341
300,330,346,330,346,338,300,338
349,329,401,329,401,341,349,341
427,329,505,329,505,341,427,341
8,344,36,344,36,352,8,352
264,342,348,342,348,350,264,350
359,341,437,341,437,353,359,353
443,341,503,341,503,353,443,353
264,354,292,354,292,360,264,360
303,351,507,351,507,363,303,363
7,365,115,365,115,379,7,379
264,364,298,364,298,372,264,372
310,364,404,364,404,372,310,372
438,364,504,364,504,372,438,372
262,372,397,372,397,385,262,385
39,385,107,385,107,397,39,397
8,406,32,406,32,414,8,414
72,406,154,406,154,414,72,414
167,405,249,405,249,417,167,417
276,404,326,404,326,412,276,412
354,404,386,404,386,412,354,412
390,404,474,404,474,412,390,412
8,418,52,418,52,426,8,426
56,418,90,418,90,426,56,426
112,418,248,418,248,426,112,426
264,416,388,416,388,424,264,424
402,416,504,416,504,424,402,424
8,430,40,430,40,438,8,438
86,430,116,430,116,438,86,438
130,430,172,430,172,438,130,438
176,430,220,430,220,438,176,438
224,430,248,430,248,438,224,438
264,428,292,428,292,436,264,436
298,428,336,428,336,436,298,436
342,428,374,428,374,436,342,436
385,427,463,427,463,439,385,439
8,442,70,442,70,450,8,450
74,442,184,442,184,450,74,450
